raw_text,link,page_found,scrape_timestamp,price,size,rooms,district,has_balkon,has_terrasse,is_neubau,is_furnished,has_outdoor,floor,is_temporary,price_per_m2,snapshot_date,fingerprint
"WG-Zimmer für Studenten, 16 m² - ab sofort | 1200 Wien, 20. Bezirk, Brigittenau, Leystrasse 4 | 16 m² | 1 Zimmer | Privat | € 600",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/wg-zimmer-fuer-studenten-16-m-ab-sofort-1587391199/,9,2026-01-13T10:51:18.718393,600.0,16.0,1.0,1200.0,,,0,0,0,,,37.5,2026-01-13,3b7afd8f79
"Entspanntes Wohnen in Grünruhelage: Charmante 1-Zimmer Wohnung mit Freifläche! | 1100 Wien, 10. Bezirk, Favoriten, Czeikestraße 2 | 46 m² | 1 Zimmer | Balkon, Loggia | teamneunzehn-Gruppe | € 799,84",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/entspanntes-wohnen-in-gruenruhelage-charmante-1-zimmer-wohnung-mit-freiflaeche-1990708719/,10,2026-01-13T10:51:26.096321,799.84,46.0,1.0,1100.0,,,0,0,1,,,17.387826086956522,2026-01-13,713cc39890
"Charmante 2-Zimmer Garten-Wohnung in Innenhofruhelage! | 1100 Wien, 10. Bezirk, Favoriten, Czeikestraße 2 | 53 m² | 2 Zimmer | Terrasse, Balkon, Loggia, Garten | teamneunzehn-Gruppe | € 999,11",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/charmante-2-zimmer-garten-wohnung-in-innenhofruhelage-1585959486/,10,2026-01-13T10:51:26.118546,999.11,53.0,2.0,1100.0,,,0,0,1,,,18.8511320754717,2026-01-13,b7c6bcf786
"Geräumige 2-Zimmer Wohnung inkl. Einbauküche und Freifläche! | 1100 Wien, 10. Bezirk, Favoriten, Czeikestraße 2 | 56 m² | 2 Zimmer | Balkon, Loggia | teamneunzehn-Gruppe | € 974,32",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/geraeumige-2-zimmer-wohnung-inkl-einbaukueche-und-freiflaeche-1548491170/,10,2026-01-13T10:51:26.215217,974.32,56.0,2.0,1100.0,,,0,1,1,,,17.39857142857143,2026-01-13,d003d77f0c
"HOFRUHELAGE, JEDLESEE, 33 m2 Neubau, Einzelwohnraum, Komplettküche, Duschbad, Hofruhelage, 1. Liftstock, Anton-Bosch-Gasse | 1210 Wien, 21. Bezirk, Floridsdorf, Anton-Bosch-Gasse | 33 m² | 1 Zimmer | ROS Realitäten Vermittlung OEG | € 691,60",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/hofruhelage-jedlesee-33-m2-neubau-einzelwohnraum-komplettkueche-duschbad-hofruhelage-1-liftstock-anton-bosch-gasse-2060788838/,10,2026-01-13T10:51:26.571713,691.6,33.0,1.0,1210.0,,,1,1,0,,,20.95757575757576,2026-01-13,45a6981631
"Charmante 2-Zimmer Wohnung in Donaunähe - ab 01.03. beziehbar! | 1200 Wien, 20. Bezirk, Brigittenau, Engerthstraße 61-63 | 49 m² | 2 Zimmer | Balkon, Loggia, Dachterrasse | teamneunzehn-Gruppe | € 999",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/charmante-2-zimmer-wohnung-in-donaunaehe-ab-01-03-beziehbar-976446570/,10,2026-01-13T10:51:26.554595,999.0,49.0,2.0,1200.0,,,0,0,1,,,20.387755102040817,2026-01-13,7456fb6a0e
"GRÜNSTÜCK 22! Neubau-Naturnahes Wohnen in Ruhelage! Adelheid-Popp-Gasse 10 | 1220 Wien, 22. Bezirk, Donaustadt | 56 m² | 2 Zimmer | Balkon, Loggia | IMMOcontract Immobilien Vermittlung GmbH | € 999",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gruenstueck-22-neubau-naturnahes-wohnen-in-ruhelage-adelheid-popp-gasse-10-1172201135/,10,2026-01-13T10:51:26.537359,999.0,56.0,2.0,1220.0,,,1,0,1,,,17.839285714285715,2026-01-13,5929549459
"DG-Wohnung 51 m² mit Terrasse Neubau Erstbezug | 1210 Wien, 21. Bezirk, Floridsdorf | 51 m² | 2 Zimmer | Terrasse | Engin-Deniz Roger Immobilienmakler | € 945,10",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/dg-wohnung-51-m-mit-terrasse-neubau-erstbezug-1556739428/,10,2026-01-13T10:51:26.519472,945.1,51.0,2.0,1210.0,,,1,0,1,,,18.531372549019608,2026-01-13,81f0f799b6
"ERSTBEZUG - EXTRAVAGANTES SINGLE-DACHGESCHOSS MIT BALKON | 1140 Wien, 14. Bezirk, Penzing, Kendlerstraße | 43 m² | 2 Zimmer | Balkon, Dachterrasse | Immobilien ROT | € 1.050",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/erstbezug-extravagantes-single-dachgeschoss-mit-balkon-1629726646/,10,2026-01-13T10:51:26.502126,1050.0,43.0,2.0,1140.0,,,0,0,1,,,24.41860465116279,2026-01-13,c899ceaf52
"Über den Dächern Wiens!! Dachgeschoßwohnung in 1140 Wien | 1140 Wien, 14. Bezirk, Penzing | 75 m² | 2 Zimmer | Terrasse, Balkon | Immo-Company Haas & Urban Immobilien GmbH | € 1.895,32",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/ueber-den-daechern-wiens-dachgeschosswohnung-in-1140-wien-1443972953/,10,2026-01-13T10:51:26.485446,1895.32,75.0,2.0,1140.0,,,0,0,1,,,25.27093333333333,2026-01-13,82f4773550
"ERSTBEZUG mit LOGGIA nähe U1 | Modern & Hell | Inkl. neuer Küche | 1100 Wien, 10. Bezirk, Favoriten, Laaer-Berg-Straße 100 / 3 | 48 m² | 2 Zimmer | Loggia | Privat | € 1.060",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/erstbezug-mit-loggia-naehe-u1-modern-hell-inkl-neuer-kueche-1028978609/,10,2026-01-13T10:51:26.468122,1060.0,48.0,2.0,1100.0,,,0,1,1,,,22.08333333333333,2026-01-13,af9f6903c0
"Sehr schöne, ruhige und helle Wohnung ab 01.02.2026 zu vermieten (All-incl.) | 1030 Wien, 03. Bezirk, Landstraße | 55 m² | 2 Zimmer | Privat | € 1.600",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/sehr-schoene-ruhige-und-helle-wohnung-ab-01-02-2026-zu-vermieten-all-incl-1608841531/,10,2026-01-13T10:51:26.451355,1600.0,55.0,2.0,1030.0,,,0,0,0,,,29.09090909090909,2026-01-13,0fc14a471b
"Schöne Lage / hochwertige Ausstattung / optimale Aufteilung | 1070 Wien, 07. Bezirk, Neubau, Burggasse 90 | 55 m² | 2 Zimmer | IMV Makler GmbH | € 1.086,59",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/schoene-lage-hochwertige-ausstattung-optimale-aufteilung-1103461704/,10,2026-01-13T10:51:26.434608,1086.59,55.0,2.0,1070.0,,,1,0,0,,,19.75618181818181,2026-01-13,51ed1a6481
"++NEU++ Bestlage im Servitenviertel, 4-Zimmer + zwei Balkone ++GRÜNRUHELAGE++ | 1090 Wien, 09. Bezirk, Alsergrund, Porzellangasse | 139 m² | 4 Zimmer | Balkon | Adonia Realitätenvermittlung GmbH | € 3.314,59",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/-neu-bestlage-im-servitenviertel-4-zimmer-zwei-balkone-gruenruhelage-1411158355/,10,2026-01-13T10:51:26.418971,3314.59,139.0,4.0,1090.0,,,0,0,1,,,23.845971223021586,2026-01-13,91e864a2df
"Großzügige, lichtdurchflutete Erdgeschosswohnung in Grinzing - Terrasse/ Garten | 1190 Wien, 19. Bezirk, Döbling, Cobenzlgasse 28/9 | 185 m² | 3 Zimmer | Terrasse | Privat | € 2.399",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/grosszuegige-lichtdurchflutete-erdgeschosswohnung-in-grinzing-terrasse-garten-2031757510/,10,2026-01-13T10:51:26.402258,2399.0,185.0,3.0,1190.0,,,0,0,1,,,12.967567567567569,2026-01-13,623bcaf9e6
"NEUBAU Wohnung in Brigittenau | 1200 Wien, 20. Bezirk, Brigittenau | 51 m² | 2 Zimmer | Privat | € 895",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/neubau-wohnung-in-brigittenau-1982219719/,10,2026-01-13T10:51:26.386232,895.0,51.0,2.0,1200.0,,,1,0,0,,,17.54901960784314,2026-01-13,dc4de19781
"Charmante 2-Zimmer Wohnung mit viel Licht durch Südseite | 1100 Wien, 10. Bezirk, Favoriten, Raxstraße 2 | 54 m² | 2 Zimmer | Loggia | RIMMO Prime Vermittlungs GmbH | € 999",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/charmante-2-zimmer-wohnung-mit-viel-licht-durch-suedseite-775463039/,8,2026-01-13T10:51:10.697710,999.0,54.0,2.0,1100.0,,,0,0,1,,,18.5,2026-01-13,b82d29d4d8
"Einzigartige Lebensqualität ""Über den Linden"" | 1070 Wien, 07. Bezirk, Neubau, Lindengasse 54 | 52 m² | 2 Zimmer | Loggia | IMV Makler GmbH | € 1.518,98",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/einzigartige-lebensqualitaet-ueber-den-linden-2043502403/,8,2026-01-13T10:51:10.744337,1518.98,52.0,2.0,1070.0,,,1,0,1,,,29.211153846153845,2026-01-13,cdac05db2d
"1-Zimmer-Dachgeschosswohnung in zentraler Lage, nächst Ungargasse! | 1030 Wien, 03. Bezirk, Landstraße, Rennweg 57 | 35 m² | 1 Zimmer | IMV Makler GmbH | € 745,24",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/1-zimmer-dachgeschosswohnung-in-zentraler-lage-naechst-ungargasse-841879537/,8,2026-01-13T10:51:10.762839,745.24,35.0,1.0,1030.0,,,0,0,0,,,21.292571428571428,2026-01-13,cc2d242e94
"2-Zimmer-Altbaujuwel im ausgebauten Dachgeschoss - mit Dachterrasse und in TOP LAGE! | 1080 Wien, 08. Bezirk, Josefstadt, Josefstädter Straße 103 | 65 m² | 2 Zimmer | Terrasse, Dachterrasse | IMV Makler GmbH | € 1.430,06",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/2-zimmer-altbaujuwel-im-ausgebauten-dachgeschoss-mit-dachterrasse-und-in-top-lage-885986155/,8,2026-01-13T10:51:10.779576,1430.06,65.0,2.0,1080.0,,,0,0,1,,,22.00092307692308,2026-01-13,c864c00eef
"Hervorragend geschnittene 2-Zimmer-Wohnung mit Wintergarten! | 1190 Wien, 19. Bezirk, Döbling, Barawitzkagasse 17 | 46 m² | 2 Zimmer | Loggia, Wintergarten | IMV Makler GmbH | € 952,30",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/hervorragend-geschnittene-2-zimmer-wohnung-mit-wintergarten-1749845615/,8,2026-01-13T10:51:10.795833,952.3,46.0,2.0,1190.0,,,0,0,1,,,20.70217391304348,2026-01-13,88f49d6649
"Wien-Landstraße: Wohnung 3 Zimmer in Innenstadtnähe zu vermieten | 1030 Wien, 03. Bezirk, Landstraße | 80 m² | 3 Zimmer | Privat | € 1.750",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/wien-landstrasse-wohnung-3-zimmer-in-innenstadtnaehe-zu-vermieten-1084871088/,8,2026-01-13T10:51:10.812561,1750.0,80.0,3.0,1030.0,,,0,0,0,,,21.875,2026-01-13,a91cb9f223
"Erstbezug! Sehr helle Stilaltbauwohnung ( 2 Zimmer ), nähe Pragerstraße/ Floridsdorfer Spitz | 1210 Wien, 21. Bezirk, Floridsdorf | 62 m² | 3 Zimmer | Trimond Immobilienmakler GesmbH | € 799,57",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/erstbezug-sehr-helle-stilaltbauwohnung-2-zimmer-naehe-pragerstrasse-floridsdorfer-spitz-2050608376/,9,2026-01-13T10:51:18.738141,799.57,62.0,2.0,1210.0,,,0,0,0,,,12.896290322580644,2026-01-13,e94e29de40
"Lichtdurchflutete 2-Zimmer Wohnung in 1220 Wien - ab 01.04.2026 verfügbar! | 1220 Wien, 22. Bezirk, Donaustadt, Kaisermühlenstraße 8 | 43 m² | 2 Zimmer | Terrasse, Loggia, Garten | teamneunzehn-Gruppe | € 1.014,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/lichtdurchflutete-2-zimmer-wohnung-in-1220-wien-ab-01-04-2026-verfuegbar-1141652840/,8,2026-01-13T10:51:10.847510,1014.99,43.0,2.0,1220.0,,,0,0,1,,,23.60441860465116,2026-01-13,e15becd11b
"Dachgeschosswohnung für kleine Familien/2er WG/ Pärchen mit Geminschaftsgarten und 3,5 Zimmern | 1140 Wien, 14. Bezirk, Penzing, Felbigergasse | 93 m² | 3 Zimmer | Garten | Privat | € 1.499",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/dachgeschosswohnung-fuer-kleine-familien-2er-wg-paerchen-mit-geminschaftsgarten-und-3-5-zimmern-1535472516/,8,2026-01-13T10:51:10.902683,1499.0,93.0,5.0,1140.0,,,0,0,1,,,16.118279569892472,2026-01-13,1ae6a9b453
"Charmante 1-Zimmer-Wohnung mit ca. 39 m² - gut geschnitten & sofort beziehbar! | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Gebrüder-Lang-Gasse 1 | 39 m² | 1 Zimmer | teamneunzehn-Gruppe | € 753,12",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/charmante-1-zimmer-wohnung-mit-ca-39-m-gut-geschnitten-sofort-beziehbar-1776304071/,8,2026-01-13T10:51:10.714456,753.12,39.0,1.0,1150.0,,,0,0,0,,,19.310769230769232,2026-01-13,2b9c5cff24
"Moderne Mietwohnung mit Eigengarten! | 1210 Wien, 21. Bezirk, Floridsdorf | 52 m² | 2 Zimmer | Terrasse, Garten | Realkanzlei Edlauer Immobilientreuhänder GmbH | € 895,76",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-mietwohnung-mit-eigengarten-1044585132/,7,2026-01-13T10:51:04.142081,895.76,52.0,2.0,1210.0,,,0,0,1,,,17.226153846153846,2026-01-13,99d792ead9
"Wünderschöne renovierte Altbauwohnung nahe der Karlskirche | 1040 Wien, 04. Bezirk, Wieden | 121 m² | 3 Zimmer | Rustler Immobilientreuhand GesmbH | € 2.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/wuenderschoene-renovierte-altbauwohnung-nahe-der-karlskirche-1496185127/,9,2026-01-13T10:51:18.657038,2300.0,121.0,3.0,1040.0,,,0,0,0,,,19.00826446280992,2026-01-13,28fcc33402
"Blueground ID469, Innere Stadt | 1010 Wien, 01. Bezirk, Innere Stadt, Elisabethstraße 6 | 66 m² | 2 Zimmer | Blueground Austria GmbH | € 1.615",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/blueground-id469-innere-stadt-1176775219/,9,2026-01-13T10:51:18.697762,1615.0,66.0,2.0,1010.0,,,0,0,0,,,24.46969696969697,2026-01-13,3599d212d2
"Wohnen auf Zeit | 1180 Wien, 18. Bezirk, Währing | 47 m² | 2 Zimmer | Privat | € 950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/wohnen-auf-zeit-1537038318/,8,2026-01-13T10:51:10.863237,950.0,47.0,2.0,1180.0,,,0,0,0,,,20.21276595744681,2026-01-13,add546a4e7
"Erstbezug! großzügig angelegt Stilaltbauwohnung, nähe Pragerstraße/ Floridsdorfer Spitz | 1210 Wien, 21. Bezirk, Floridsdorf | 85 m² | 4 Zimmer | Trimond Immobilienmakler GesmbH | € 1.096,69",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/erstbezug-grosszuegig-angelegt-stilaltbauwohnung-naehe-pragerstrasse-floridsdorfer-spitz-1318175642/,9,2026-01-13T10:51:18.761576,1096.69,85.0,4.0,1210.0,,,0,0,0,,,12.902235294117649,2026-01-13,83007a1b45
"Großzügige 3 Zimmer Wohnung mit neuer Küche & Garten - zu mieten in 1210 Wien | 1210 Wien, 21. Bezirk, Floridsdorf | 94 m² | 3 Zimmer | Garten | ÖRAG Immobilien Vermittlung GmbH | € 1.712,22",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/grosszuegige-3-zimmer-wohnung-mit-neuer-kueche-garten-zu-mieten-in-1210-wien-1587046221/,9,2026-01-13T10:51:18.785464,1712.22,94.0,3.0,1210.0,,,0,1,1,,,18.215106382978725,2026-01-13,688d00f0e0
"Blueground ID311, Margareten | 1050 Wien, 05. Bezirk, Margareten, Obere Amtshausgasse 40 | 90 m² | 3 Zimmer | Balkon | Blueground Austria GmbH | € 1.390",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/blueground-id311-margareten-1357036736/,9,2026-01-13T10:51:18.809741,1390.0,90.0,3.0,1050.0,,,0,0,1,,,15.444444444444445,2026-01-13,4db172fe98
"Wunderschöne Altbauetage in Grünruhelage von Penzing mit Gartenmitbenützung | 1140 Wien, 14. Bezirk, Penzing | 135 m² | 4 Zimmer | Antonia Drössler Immobilien | € 2.480",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/wunderschoene-altbauetage-in-gruenruhelage-von-penzing-mit-gartenmitbenuetzung-2053247455/,5,2026-01-13T10:50:48.200447,2480.0,135.0,4.0,1140.0,,,0,0,1,,,18.37037037037037,2026-01-13,e7098e0410
"2 Zimmer mit Sauna möbliert, Wg tauglich | 1020 Wien, 02. Bezirk, Leopoldstadt, Lassalestrasse 10 | 50 m² | 2 Zimmer | Privat | € 1.500",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/2-zimmer-mit-sauna-moebliert-wg-tauglich-1006058529/,5,2026-01-13T10:50:48.216056,1500.0,50.0,2.0,1020.0,,,0,1,0,,,30.0,2026-01-13,2187eea5e7
"Direktvergabe: Helle 2-Zimmer-Gemeindewohnung im 13. Bezirk (Wien) | 1130 Wien, 13. Bezirk, Hietzing, Waldvogelstraße 18-24 | 48 m² | 2 Zimmer | Privat | € 508",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/direktvergabe-helle-2-zimmer-gemeindewohnung-im-13-bezirk-wien-1298959995/,5,2026-01-13T10:50:48.232422,508.0,48.0,2.0,1130.0,,,0,0,0,,,10.583333333333334,2026-01-13,1db07e6592
"Panoramawohnung bei Schönbrunn: 120m² Maisonette mit 20m² nicht einsehbarer Terrasse und Blick bis Stephansdom/ Karlskirche | 1120 Wien, 12. Bezirk, Meidling | 120 m² | 4 Zimmer | Terrasse | Privat | € 2.490",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/panoramawohnung-bei-schoenbrunn-120m-maisonette-mit-20m-nicht-einsehbarer-terrasse-und-blick-bis-stephansdom-karlskirche-971186527/,5,2026-01-13T10:50:48.267268,2490.0,120.0,4.0,1120.0,,,0,0,1,,,20.75,2026-01-13,a083c57acc
"Erleben Sie Wien von seiner besten Seite | 1020 Wien, 02. Bezirk, Leopoldstadt, Lilienbrunngasse | 38 m² | 1 Zimmer | Privat | € 1.050",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/erleben-sie-wien-von-seiner-besten-seite-1138007762/,5,2026-01-13T10:50:48.283047,1050.0,38.0,1.0,1020.0,,,0,0,0,,,27.63157894736842,2026-01-13,26e4498db1
"WG-taugliche 4-Zimmer Dachgeschoßwohnung mit 2 großen Terrassen nahe Floridsdorfer Spitz | 1210 Wien, 21. Bezirk, Floridsdorf | 60 m² | 4 Zimmer | Terrasse, Dachterrasse | Privat | € 1.400",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wg-taugliche-4-zimmer-dachgeschosswohnung-mit-2-grossen-terrassen-nahe-floridsdorfer-spitz-929311576/,5,2026-01-13T10:50:48.299019,1400.0,60.0,4.0,1210.0,,,0,0,1,,,23.33333333333333,2026-01-13,7f366d911f
"Traumlage im 3. Sackgasse, Ruhelage, 2 1/2 Zimmer, unbefristet | 1030 Wien, 03. Bezirk, Landstraße | 96 m² | 3 Zimmer | Steinhoff Immobilien Christian Steinhoff e.U. | € 1.500",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/traumlage-im-3-sackgasse-ruhelage-2-1-2-zimmer-unbefristet-1614322694/,5,2026-01-13T10:50:48.183662,1500.0,96.0,2.0,1030.0,,,0,0,0,,,15.625,2026-01-13,a3b4d4dff6
"Top-Bezug: moderne 2-Zimmer-Wohnung mit großzügigem Balkon | 1160 Wien, 16. Bezirk, Ottakring, Paletzgasse/Heigerleinstraße | 58 m² | 2 Zimmer | Balkon | Privat | € 1.180",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/top-bezug-moderne-2-zimmer-wohnung-mit-grosszuegigem-balkon-817294554/,5,2026-01-13T10:50:48.314978,1180.0,58.0,2.0,1160.0,,,0,0,1,,,20.344827586206897,2026-01-13,e4471d2778
"Möblierte Wohnung mit Weitblick über Wien - CityGate | 1210 Wien, 21. Bezirk, Floridsdorf, Seyringer Strasse | 100 m² | 4 Zimmer | Balkon | ESTINA Immobilien GmbH | € 2.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moeblierte-wohnung-mit-weitblick-ueber-wien-citygate-1455975822/,5,2026-01-13T10:50:48.349457,2350.0,100.0,4.0,1210.0,,,0,1,1,,,23.5,2026-01-13,700d86e868
"Sonnwendviertel: 1-Zimmer-Wohnung mit Balkon im 11. OG - Fitnessraum, Co-Working & Rooftop-Terrasse inklusive! | 1100 Wien, 10. Bezirk, Favoriten | 45 m² | 1 Zimmer | Balkon | EHL Immobilien GmbH | € 990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/sonnwendviertel-1-zimmer-wohnung-mit-balkon-im-11-og-fitnessraum-co-working-rooftop-terrasse-inklusive-2121472453/,6,2026-01-13T10:50:55.449724,990.0,45.0,1.0,1100.0,,,0,0,1,,,22.0,2026-01-13,79cc27bcef
"Wohnen in der Innenstadt: 2 Zimmer DG Wohnung - klimatisiert - modern ausgestattet - ab sofort beziehbar! | 1010 Wien, 01. Bezirk, Innere Stadt | 62 m² | 2 Zimmer | Mittelsmann Philipp Sulek GmbH | € 1.416,49",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-in-der-innenstadt-2-zimmer-dg-wohnung-klimatisiert-modern-ausgestattet-ab-sofort-beziehbar-1440569750/,6,2026-01-13T10:50:55.465799,1416.49,62.0,2.0,1010.0,,,0,0,0,,,22.846612903225807,2026-01-13,50e424f9a3
"1 Zimmer Wohnung. Internationales Wohnen mit CleverFit Mitgledschaft. | 1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße | 19 m² | 1 Zimmer | Terrasse, Dachterrasse, Garten | Privat | € 914",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/1-zimmer-wohnung-internationales-wohnen-mit-cleverfit-mitgledschaft-1117644025/,6,2026-01-13T10:50:55.509662,914.0,19.0,1.0,1200.0,,,0,0,1,,,48.10526315789474,2026-01-13,55e1423e39
"AB SOFORT: Wundervolle 2- Zimmerwohnung Nahe Floridsdorfer Hauptbahnhof mit Loggia | 1210 Wien, 21. Bezirk, Floridsdorf, Floridsdorfer Hauptstraße 24-26 | 45 m² | 2 Zimmer | Balkon | OPTIN Immobilien GmbH | € 869",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/ab-sofort-wundervolle-2-zimmerwohnung-nahe-floridsdorfer-hauptbahnhof-mit-loggia-1721049743/,6,2026-01-13T10:50:55.526439,869.0,45.0,2.0,1210.0,,,0,0,1,,,19.31111111111111,2026-01-13,d9a158b3ed
"Einzigartige Altbauwohnung mit Traumblick auf den Justizpalast | 1010 Wien, 01. Bezirk, Innere Stadt, Schmerlingplatz 3 | 172 m² | 3 Zimmer | OPTIN Immobilien GmbH | € 5.899,78",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/einzigartige-altbauwohnung-mit-traumblick-auf-den-justizpalast-1033922518/,6,2026-01-13T10:50:55.542643,5899.78,172.0,3.0,1010.0,,,0,0,0,,,34.3010465116279,2026-01-13,c323268986
"FOR RENT: Urban Living Meets Nature: Garden Apartment in Vienna | 1170 Wien, 17. Bezirk, Hernals, Zwerngasse 49 | 75 m² | 3 Zimmer | Terrasse, Balkon, Garten | ImRaum Immobilien GmbH | € 1.998,22",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/for-rent-urban-living-meets-nature-garden-apartment-in-vienna-1593391872/,5,2026-01-13T10:50:48.332282,1998.22,75.0,3.0,1170.0,,,0,0,1,,,26.64293333333333,2026-01-13,d4af89c0ae
"Familienfreundliche 3-Zimmer-Wohnung am Laaer Berg - Grün & ruhig! | 1100 Wien, 10. Bezirk, Favoriten, Czeikestraße 4 | 66 m² | 3 Zimmer | Balkon, Loggia | teamneunzehn-Gruppe | € 1.249,38",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/familienfreundliche-3-zimmer-wohnung-am-laaer-berg-gruen-ruhig-1149480813/,10,2026-01-13T11:06:08.962598,1249.38,66.0,3.0,1100.0,,,0,0,1,,,18.930000000000003,2026-01-13,d98f9c796d
"Blueground ID415, Leopoldstadt | 1020 Wien, 02. Bezirk, Leopoldstadt, Negerlegasse 2 | 58 m² | 3 Zimmer | Balkon | Blueground Austria GmbH | € 1.760",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/blueground-id415-leopoldstadt-1083490001/,7,2026-01-13T10:51:04.093868,1760.0,58.0,3.0,1020.0,,,0,0,1,,,30.344827586206897,2026-01-13,6e0b61f40f
"Dachterrassen Wohnung- Provisionsfrei | 1180 Wien, 18. Bezirk, Währing, Gentzgasse | 125 m² | 4 Zimmer | Gewerblicher Anbieter | € 2.370",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/dachterrassen-wohnung-provisionsfrei-1585507840/,4,2026-01-13T10:50:40.778005,2370.0,125.0,4.0,1180.0,,,0,0,1,,,18.96,2026-01-13,9577c6b4bc
"Ausgezeichneter Grundriss! 3-Zimmer Wohnung Erstbezug inkl. Küche | 1170 Wien, 17. Bezirk, Hernals | 68 m² | 3 Zimmer | Loggia | OTTO Immobilien GmbH | € 1.690",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/ausgezeichneter-grundriss-3-zimmer-wohnung-erstbezug-inkl-kueche-1859206617/,9,2026-01-13T10:51:18.833144,1690.0,68.0,3.0,1170.0,,,0,1,1,,,24.852941176470587,2026-01-13,6096a01288
